As a kid growing up in South Africa, Elon Musk knew pain and learned how to survive it. ||Aˍ ˍ kid growing uˍ iˍ South Africa, Elon Musk knew pain aˍˍ learned hˍˍ tˍ survive it. ||Aˍ ˍ kid growing uˍ iˍ South Africa, Elon Musk knew pain aˍˍ learned hˍˍ tˍ survive it. ||Aˍ ˍ kid growˍˍˍ uˍ iˍ South Africa, Elon Musk knˍˍ pain aˍˍ learˍˍˍ hˍˍ tˍ survˍˍˍ it. ||Aˍ ˍ kˍˍ groˍˍˍˍ uˍ iˍ South Africa, Elon Musk knˍˍ pain aˍˍ leaˍˍˍˍ hˍˍ tˍ surˍˍˍˍ it. ||ˍˍ ˍ kid gˍˍˍˍˍˍ ˍˍ ˍˍ South Africa, Elon Musk kˍˍˍ pain aˍˍ lˍˍˍˍˍˍ hˍˍ ˍˍ sˍˍˍˍˍˍ it. || 在南非长大的时候，埃隆·马斯克了解痛苦并学会了如何生存。
In the emergency room, when they were preparing to stitch him up, he resisted being treated until he was promised that the dog would not be punished. ||Iˍ tˍˍ emergency room, when they were preparing tˍ stitch him uˍ, he resisted bˍˍˍg treated uˍˍˍl he wˍˍ promised that tˍˍ dog wˍˍˍd nˍˍ bˍ punished. ||Iˍ tˍˍ emergency room, wˍˍˍ they wˍˍˍ preparing tˍ stitch him uˍ, he resisted bˍˍˍg treated uˍˍˍl he wˍˍ promised tˍˍˍ tˍˍ dog wˍˍˍd nˍˍ bˍ punished. ||Iˍ tˍˍ emergency room, wˍˍˍ they wˍˍˍ prepˍˍˍˍg tˍ stitˍˍ him uˍ, he resiˍˍˍˍ bˍˍˍˍ treaˍˍˍ uˍˍˍˍ he wˍˍ promise~ tˍˍˍ tˍˍ dog wˍˍˍˍ nˍˍ bˍ puniˍˍˍˍ. ||Iˍ tˍˍ eˍˍˍˍˍˍˍˍ rˍˍˍ, wˍˍˍ they wˍˍˍ preˍˍˍˍˍg tˍ stiˍˍˍ him uˍ, he resˍˍˍˍˍ bˍˍˍˍ treˍˍˍˍ uˍˍˍˍ he wˍˍ promise~ tˍˍˍ tˍˍ dˍˍ wˍˍˍˍ nˍˍ bˍ punˍˍˍˍˍ. ||ˍˍ ˍˍˍ eˍˍˍˍˍˍˍˍ room, wˍˍˍ tˍˍˍ ˍˍˍˍ pˍˍˍˍˍˍˍˍ ˍˍ sˍˍˍˍˍ him ˍˍ, hˍ rˍˍˍˍˍˍˍ ˍˍˍˍˍ tˍˍˍˍˍˍ uˍˍˍˍ hˍ ˍˍˍ pˍˍˍˍˍˍˍ tˍˍˍ ˍˍˍ dˍˍ ˍˍˍˍˍ ˍˍˍ ˍˍ pˍˍˍˍˍˍˍ. || 在急诊室里，当他们准备给他缝合时，他拒绝接受治疗，直到有人答应不会惩罚那只狗。
”You’re not going to kill him, are you?” Elon asked. ||”You’ˍˍ nˍˍ going tˍ kill him, aˍˍ you?” Elon asked. ||”You’ˍˍ nˍˍ going tˍ kill him, aˍˍ you?” Elon asked. ||”You’ˍˍ nˍˍ goiˍˍ tˍ kiˍˍ him, aˍˍ you?” Elon askˍˍ. ||”You’ˍˍ nˍˍ goˍˍˍ tˍ kiˍˍ him, aˍˍ you?” Elon asˍˍˍ. ||”Yˍˍˍˍˍ ˍˍˍ gˍˍˍˍ ˍˍ kˍˍˍ him, ˍˍˍ yˍˍ?” Elon aˍˍˍˍ. || ”你们不会杀了他，对吗？”埃隆问道。
They swore that they wouldn’t. In recounting the story, Musk pauses and stares vacantly for a very long time. ”Then they damn well shot the dog dead.” ||They swore that they wˍˍˍdnˍˍ. Iˍ recounting tˍˍ story, Musk pauses aˍˍ stares vaˍˍˍˍly fˍˍ ˍ very long time. ”Then they damn well shot tˍˍ dog dead.” ||They swore tˍˍˍ they wˍˍˍdnˍˍ. Iˍ recounting tˍˍ story, Musk pauses aˍˍ stares vˍˍˍˍˍˍy fˍˍ ˍ vˍˍˍ lˍˍˍ time. ”Tˍˍˍ they dˍˍˍ wˍˍˍ shot tˍˍ dog dˍˍˍ.” ||They swoˍˍ tˍˍˍ they wˍˍˍˍnˍˍ. Iˍ recoˍˍˍˍˍg tˍˍ story, Musk pause~ aˍˍ stare~ vˍˍˍˍˍˍy fˍˍ ˍ vˍˍˍ lˍˍˍ time. ”Tˍˍˍ they dˍˍˍ wˍˍˍ shˍˍ tˍˍ dog dˍˍˍ.” ||They swˍˍˍ tˍˍˍ they wˍˍˍˍnˍˍ. Iˍ recˍˍˍˍˍˍg tˍˍ story, Musk pause~ aˍˍ stare~ vˍˍˍˍˍˍˍ fˍˍ ˍ vˍˍˍ lˍˍˍ tˍˍˍ. ”Tˍˍˍ they dˍˍˍ wˍˍˍ shˍˍ tˍˍ dog dˍˍˍ.” ||Tˍˍˍ sˍˍˍˍ tˍˍˍ tˍˍˍ ˍˍˍˍˍˍˍˍ. ˍˍ rˍˍˍˍˍˍˍˍˍ ˍˍˍ story, Musk pˍˍˍˍˍ aˍˍ sˍˍˍˍˍ ˍˍˍˍˍˍˍˍ ˍˍˍ ˍ ˍˍˍˍ ˍˍˍˍ time. ”ˍˍˍˍ tˍˍˍ ˍˍˍˍ ˍˍˍˍ sˍˍˍ ˍˍˍ dog ˍˍˍˍ.” || 他们发誓不会。在讲述这个故事时，马斯克停顿了很长时间，呆呆地盯着前方。”然后他们该死的把那只狗射杀了。”
His most searing experiences came at school. ||His most seˍˍˍng experiences came aˍ school. ||His mˍˍˍ sˍˍˍˍˍg experiences came aˍ school. ||His mˍˍˍ sˍˍˍˍˍg experiences caˍˍ aˍ school. ||His mˍˍˍ sˍˍˍˍˍˍ eˍˍˍˍˍˍˍˍˍˍ caˍˍ aˍ sˍˍˍˍˍ. ||Hˍˍ ˍˍˍˍ ˍˍˍˍˍˍˍ eˍˍˍˍˍˍˍˍˍˍ cˍˍˍ ˍˍ school. || 他最痛苦的经历是在学校里。
”For a long time, he was the youngest and smallest student in his class. He had trouble picking up social cues. Empathy did not come naturally, and he had neither the desire nor the instinct to be ingratiating. As a result, he was regularly picked on by bullies, who would come up and punch him in the face. ||”Fˍˍ ˍ long time, he wˍˍ tˍˍ yoˍˍˍˍst aˍˍ smˍˍˍˍst student iˍ his class. He had trouble picking uˍ sˍˍˍˍl cues. Empathy dˍˍ nˍˍ come naˍˍˍˍˍly, aˍˍ he had neˍˍˍer tˍˍ desire nˍˍ tˍˍ instinct tˍ bˍ ingratiating. Aˍ ˍ result, he wˍˍ reˍˍˍˍˍly picked oˍ bˍ bullies, who wˍˍˍd come uˍ aˍˍ punch him iˍ tˍˍ face. ||”Fˍˍ ˍ lˍˍˍ time, he wˍˍ tˍˍ yˍˍˍˍˍˍt aˍˍ sˍˍˍˍˍˍt student iˍ his class. He had trouble picking uˍ sˍˍˍˍl cues. Empathy dˍˍ nˍˍ come nˍˍˍˍˍˍˍy, aˍˍ he had nˍˍˍˍˍr tˍˍ desire nˍˍ tˍˍ instinct tˍ bˍ ingratiating. Aˍ ˍ result, he wˍˍ rˍˍˍˍˍˍˍy picked oˍ bˍ bullies, who wˍˍˍd come uˍ aˍˍ punch him iˍ tˍˍ face. ||”Fˍˍ ˍ lˍˍˍ time, he wˍˍ tˍˍ yˍˍˍˍˍˍt aˍˍ sˍˍˍˍˍˍt student iˍ his class. He haˍ trouble pickˍˍˍ uˍ sˍˍˍˍˍ cues. Empathy dˍˍ nˍˍ coˍˍ nˍˍˍˍˍˍˍy, aˍˍ he haˍ nˍˍˍˍˍr tˍˍ desire nˍˍ tˍˍ instinct tˍ bˍ ingrˍˍˍˍˍˍˍg. Aˍ ˍ result, he wˍˍ rˍˍˍˍˍˍˍy pickˍˍ oˍ bˍ bullies, who wˍˍˍˍ coˍˍ uˍ aˍˍ punˍˍ him iˍ tˍˍ face. ||”Fˍˍ ˍ lˍˍˍ tˍˍˍ, he wˍˍ tˍˍ yˍˍˍˍˍˍˍ aˍˍ sˍˍˍˍˍˍˍ sˍˍˍˍˍˍ iˍ his cˍˍˍˍ. He haˍ trouble picˍˍˍˍ uˍ sˍˍˍˍˍ cues. Empathy dˍˍ nˍˍ coˍˍ nˍˍˍˍˍˍˍˍ, aˍˍ he haˍ nˍˍˍˍˍˍ tˍˍ desire nˍˍ tˍˍ iˍˍˍˍˍˍˍ tˍ bˍ ingˍˍˍˍˍˍˍˍg. Aˍ ˍ rˍˍˍˍˍ, he wˍˍ rˍˍˍˍˍˍˍˍ picˍˍˍ oˍ bˍ bˍˍˍˍˍˍ, who wˍˍˍˍ coˍˍ uˍ aˍˍ puˍˍˍ him iˍ tˍˍ fˍˍˍ. ||”ˍˍˍ ˍ ˍˍˍˍ time, hˍ ˍˍˍ ˍˍˍ ˍˍˍˍˍˍˍˍ aˍˍ ˍˍˍˍˍˍˍˍ sˍˍˍˍˍˍ ˍˍ hˍˍ class. Hˍ hˍˍ trouble pˍˍˍˍˍˍ ˍˍ ˍˍˍˍˍˍ cues. Empathy ˍˍˍ ˍˍˍ cˍˍˍ ˍˍˍˍˍˍˍˍˍ, aˍˍ hˍ hˍˍ nˍˍˍˍˍˍ ˍˍˍ desire nˍˍ ˍˍˍ iˍˍˍˍˍˍˍ ˍˍ ˍˍ iˍˍˍˍˍˍˍˍˍˍˍ. ˍˍ ˍ result, hˍ ˍˍˍ ˍˍˍˍˍˍˍˍˍ pˍˍˍˍˍ ˍˍ ˍˍ bullies, wˍˍ ˍˍˍˍˍ cˍˍˍ ˍˍ aˍˍ pˍˍˍˍ him ˍˍ ˍˍˍ face. || ”很长一段时间，他是班上最年轻、最小的学生。他难以理解社交暗示。共情并非自然形成，他既没有这种欲望，也没有这种本能。因此，他经常被欺负者找上门来打他的脸。
If you have never been punched in the nose, you have no idea how it affects you the rest of your life,” he says. ||Iˍ you have nˍˍˍr been punched iˍ tˍˍ nose, you have nˍ idea hˍˍ it affects you tˍˍ rest oˍ your life,” he says. ||Iˍ you hˍˍˍ nˍˍˍr bˍˍˍ punched iˍ tˍˍ nose, you have nˍ idea hˍˍ it affects you tˍˍ rest oˍ your life,” he says. ||Iˍ you hˍˍˍ nˍˍˍˍ bˍˍˍ puncˍˍˍ iˍ tˍˍ nose, you haˍˍ nˍ idea hˍˍ it affect~ you tˍˍ rest oˍ your life,” he say~. ||Iˍ you hˍˍˍ nˍˍˍˍ bˍˍˍ punˍˍˍˍ iˍ tˍˍ nˍˍˍ, you haˍˍ nˍ idea hˍˍ it affect~ you tˍˍ rest oˍ your lˍˍˍ,” he say~. ||Iˍ yˍˍ ˍˍˍˍ ˍˍˍˍˍ ˍˍˍˍ pˍˍˍˍˍˍ ˍˍ ˍˍˍ nose, yˍˍ hˍˍˍ ˍˍ idea hˍˍ iˍ aˍˍˍˍˍˍ yˍˍ ˍˍˍ rest ˍˍ yˍˍˍ life,” hˍ sˍˍˍ. || 如果你从未被打过鼻子，你根本不知道这对你余生有多大影响，”他说。
At assembly one morning, a student who was horsing around with a gang of friends bumped into him. ||Aˍ assembly oˍˍ morning, ˍ student who wˍˍ horsing aˍˍˍˍd with ˍ gang oˍ friends bumped into him. ||Aˍ assembly oˍˍ morning, ˍ student who wˍˍ horsing aˍˍˍˍd wˍˍˍ ˍ gang oˍ friends bumped iˍˍˍ him. ||Aˍ assembly oˍˍ morning, ˍ student who wˍˍ horsˍˍˍ aˍˍˍˍˍ wˍˍˍ ˍ gang oˍ friends bumpˍˍ iˍˍˍ him. ||Aˍ aˍˍˍˍˍˍˍ oˍˍ mˍˍˍˍˍˍ, ˍ sˍˍˍˍˍˍ who wˍˍ horˍˍˍˍ aˍˍˍˍˍ wˍˍˍ ˍ gˍˍˍ oˍ fˍˍˍˍˍˍ bumˍˍˍ iˍˍˍ him. ||ˍˍ assembly ˍˍˍ mˍˍˍˍˍˍ, ˍ sˍˍˍˍˍˍ wˍˍ ˍˍˍ hˍˍˍˍˍˍ ˍˍˍˍˍˍ ˍˍˍˍ ˍ gang ˍˍ friends bˍˍˍˍˍ ˍˍˍˍ him. || 有一天早上的集会上，一个和一群朋友胡闹的学生撞到了他。
Elon pushed him back. Words were exchanged. ||Elon pushed him back. Words were exchanged. ||Elon pushed him bˍˍˍ. Words wˍˍˍ exchanged. ||Elon pushˍˍ him bˍˍˍ. Words wˍˍˍ exchange~. ||Elon pusˍˍˍ him bˍˍˍ. Wˍˍˍˍ wˍˍˍ exchange~. ||Elon pˍˍˍˍˍ him ˍˍˍˍ. Wˍˍˍˍ ˍˍˍˍ eˍˍˍˍˍˍˍˍ. || 埃隆推了他一下。双方发生了口角。
The boy and his friends hunted Elon down at recess and found him eating a sandwich. ||Tˍˍ boy aˍˍ his friends hunted Elon down aˍ recess aˍˍ found him eating ˍ sandwich. ||Tˍˍ boy aˍˍ his friends hunted Elon dˍˍˍ aˍ recess aˍˍ found him eating ˍ sandwich. ||Tˍˍ boy aˍˍ his friends huntˍˍ Elon dˍˍˍ aˍ recess aˍˍ find~ him eatiˍˍ ˍ sandwich. ||Tˍˍ bˍˍ aˍˍ his fˍˍˍˍˍˍ hunˍˍˍ Elon dˍˍˍ aˍ rˍˍˍˍˍ aˍˍ find~ him eatˍˍˍ ˍ sandwich. ||ˍˍˍ bˍˍ aˍˍ hˍˍ fˍˍˍˍˍˍ hˍˍˍˍˍ Elon ˍˍˍˍ ˍˍ recess aˍˍ fˍˍˍˍ hˍˍ eˍˍˍˍˍ ˍ sandwich. || 那个男孩和他的朋友在课间追捕埃隆，发现他正在吃三明治。
They came up from behind, kicked him in the head, and pushed him down a set of concrete steps. ||They came uˍ from bˍˍˍˍd, kicked him iˍ tˍˍ head, aˍˍ pushed him down ˍ set oˍ coˍˍˍˍte steps. ||They came uˍ fˍˍˍ bˍˍˍˍd, kicked him iˍ tˍˍ head, aˍˍ pushed him dˍˍˍ ˍ set oˍ cˍˍˍˍˍˍe steps. ||They caˍˍ uˍ fˍˍˍ bˍˍˍˍˍ, kickˍˍ him iˍ tˍˍ head, aˍˍ pushˍˍ him dˍˍˍ ˍ set oˍ cˍˍˍˍˍˍe steps. ||They caˍˍ uˍ fˍˍˍ bˍˍˍˍˍ, kicˍˍˍ him iˍ tˍˍ hˍˍˍ, aˍˍ pusˍˍˍ him dˍˍˍ ˍ sˍˍ oˍ cˍˍˍˍˍˍˍ sˍˍˍˍ. ||Tˍˍˍ cˍˍˍ ˍˍ ˍˍˍˍ ˍˍˍˍˍˍ, kˍˍˍˍˍ him ˍˍ ˍˍˍ head, aˍˍ pˍˍˍˍˍ him ˍˍˍˍ ˍ set ˍˍ ˍˍˍˍˍˍˍˍ steps. || 他们从后面冲过来，踢他的头，把他推下了一段混凝土台阶。
”They sat on him and just kept beating the shit out of him and kicking him in the head,” says Kimbal, who had been sitting with him. ||”They sat oˍ him aˍˍ just kept beating tˍˍ shit oˍˍ oˍ him aˍˍ kicking him iˍ tˍˍ head,” says Kimbal, who hˍˍ been sitting with him. ||”They sat oˍ him aˍˍ jˍˍˍ kept beating tˍˍ shit oˍˍ oˍ him aˍˍ kicking him iˍ tˍˍ head,” says Kimbal, who hˍˍ bˍˍˍ sitting wˍˍˍ him. ||”They saˍ oˍ him aˍˍ jˍˍˍ keˍˍ beatˍˍˍ tˍˍ shit oˍˍ oˍ him aˍˍ kickˍˍˍ him iˍ tˍˍ head,” say~ Kimbal, who hˍˍ bˍˍˍ sittˍˍˍ wˍˍˍ him. ||”They saˍ oˍ him aˍˍ jˍˍˍ keˍˍ beaˍˍˍˍ tˍˍ shit oˍˍ oˍ him aˍˍ kicˍˍˍˍ him iˍ tˍˍ hˍˍˍ,” say~ Kimbal, who hˍˍ bˍˍˍ sitˍˍˍˍ wˍˍˍ him. ||”Tˍˍˍ sˍˍ ˍˍ him aˍˍ ˍˍˍˍ kˍˍˍ bˍˍˍˍˍˍ ˍˍˍ shit ˍˍˍ ˍˍ him aˍˍ kˍˍˍˍˍˍ him ˍˍ ˍˍˍ head,” sˍˍˍ Kimbal, wˍˍ ˍˍˍ ˍˍˍˍ sˍˍˍˍˍˍ ˍˍˍˍ him. || ”他们坐在他身上，不停地殴打他，踢他的头，”金巴尔说，他当时和他坐在一起。
”When they got finished, I couldn’t even recognize his face. It was such a swollen ball of flesh that you could barely see his eyes.” ||”When they gˍˍ finished, I cˍˍˍdnˍˍ even recognize his face. It wˍˍ such ˍ swˍˍˍen ball oˍ flesh that you cˍˍˍd bˍˍˍˍy see his eyes.” ||”Wˍˍˍ they gˍˍ finished, I cˍˍˍdnˍˍ eˍˍˍ recognize his face. It wˍˍ sˍˍˍ ˍ sˍˍˍˍˍn ball oˍ flesh tˍˍˍ you cˍˍˍd bˍˍˍˍy see his eyes.” ||”Wˍˍˍ they gˍˍ finiˍˍˍˍ, I cˍˍˍˍnˍˍ eˍˍˍ recoˍˍˍˍe his face. It wˍˍ sˍˍˍ ˍ sˍˍˍˍˍn ball oˍ flesh tˍˍˍ you cˍˍˍˍ bˍˍˍˍˍ seˍ his eyes.” ||”Wˍˍˍ they gˍˍ finˍˍˍˍˍ, I cˍˍˍˍnˍˍ eˍˍˍ recˍˍˍˍˍe his face. It wˍˍ sˍˍˍ ˍ sˍˍˍˍˍˍ bˍˍˍ oˍ fˍˍˍˍ tˍˍˍ you cˍˍˍˍ bˍˍˍˍˍ seˍ his eyes.” ||”Wˍˍˍ tˍˍˍ ˍˍˍ fˍˍˍˍˍˍˍ, I ˍˍˍˍˍˍˍˍ ˍˍˍˍ rˍˍˍˍˍˍˍˍ hˍˍ face. Iˍ ˍˍˍ ˍˍˍˍ ˍ ˍˍˍˍˍˍˍ bˍˍˍ ˍˍ flesh tˍˍˍ yˍˍ ˍˍˍˍˍ ˍˍˍˍˍˍ sˍˍ hˍˍ eyes.” || ”当他们打完时，我都认不出他的脸了。那是一团肿胀的肉，你几乎看不见他的眼睛。”
He was taken to the hospital and was out of school for a week. ||He wˍˍ taken tˍ tˍˍ hospital aˍˍ wˍˍ oˍˍ oˍ school fˍˍ ˍ week. ||He wˍˍ taken tˍ tˍˍ hospital aˍˍ wˍˍ oˍˍ oˍ school fˍˍ ˍ week. ||He wˍˍ take~ tˍ tˍˍ hospital aˍˍ wˍˍ oˍˍ oˍ school fˍˍ ˍ week. ||He wˍˍ take~ tˍ tˍˍ hˍˍˍˍˍˍˍ aˍˍ wˍˍ oˍˍ oˍ sˍˍˍˍˍ fˍˍ ˍ wˍˍˍ. ||Hˍ ˍˍˍ tˍˍˍˍ ˍˍ ˍˍˍ hospital aˍˍ ˍˍˍ ˍˍˍ ˍˍ school ˍˍˍ ˍ week. || 他被送往医院，并且缺课了一周。
Decades later, he was still getting corrective surgery to try to fix the tissues inside his nose. ||Decades lˍˍˍr, he wˍˍ sˍˍˍl getting coˍˍˍˍˍˍve surgery tˍ try tˍ fix tˍˍ tissues iˍˍˍˍe his nose. ||Decades lˍˍˍr, he wˍˍ sˍˍˍl getting cˍˍˍˍˍˍˍˍe surgery tˍ try tˍ fix tˍˍ tissues iˍˍˍˍe his nose. ||Decades lˍˍˍˍ, he wˍˍ sˍˍˍˍ gettˍˍˍ cˍˍˍˍˍˍˍˍe surgery tˍ trˍ tˍ fiˍ tˍˍ tissues iˍˍˍˍˍ his nose. ||Dˍˍˍˍˍˍ lˍˍˍˍ, he wˍˍ sˍˍˍˍ getˍˍˍˍ cˍˍˍˍˍˍˍˍˍ surgery tˍ trˍ tˍ fiˍ tˍˍ tissues iˍˍˍˍˍ his nˍˍˍ. ||Dˍˍˍˍˍˍ ˍˍˍˍˍ, hˍ ˍˍˍ ˍˍˍˍˍ gˍˍˍˍˍˍ ˍˍˍˍˍˍˍˍˍˍ surgery ˍˍ tˍˍ ˍˍ fˍˍ ˍˍˍ tissues ˍˍˍˍˍˍ hˍˍ nose. || 几十年后，他仍在接受矫正手术，试图修复鼻子内部的组织。
But those scars were minor compared to the emotional ones inflicted by his father, Errol Musk, an engineer, rogue, and charismatic fantasist who to this day bedevils Elon. ||Bˍˍ tˍˍˍe scars were mˍˍˍr compared tˍ tˍˍ emˍˍˍˍˍal ones inflicted bˍ his father, Errol Musk, aˍ engineer, rogue, aˍˍ chˍˍˍˍˍˍˍic fantasist who tˍ this day bedevils Elon. ||Bˍˍ tˍˍˍe scars wˍˍˍ mˍˍˍr compared tˍ tˍˍ eˍˍˍˍˍˍˍl ones inflicted bˍ his father, Errol Musk, aˍ engineer, rogue, aˍˍ cˍˍˍˍˍˍˍˍˍc fantasist who tˍ tˍˍˍ day bedevils Elon. ||Bˍˍ tˍˍˍˍ scars wˍˍˍ mˍˍˍˍ compare~ tˍ tˍˍ eˍˍˍˍˍˍˍl ones inflˍˍˍˍd bˍ his father, Errol Musk, aˍ engineer, rogue, aˍˍ cˍˍˍˍˍˍˍˍˍc fantasist who tˍ tˍˍˍ day bedevil~ Elon. ||Bˍˍ tˍˍˍˍ sˍˍˍˍ wˍˍˍ mˍˍˍˍ compare~ tˍ tˍˍ eˍˍˍˍˍˍˍˍ oˍˍˍ infˍˍˍˍˍd bˍ his fˍˍˍˍˍ, Errol Musk, aˍ eˍˍˍˍˍˍˍ, rˍˍˍˍ, aˍˍ cˍˍˍˍˍˍˍˍˍˍ fˍˍˍˍˍˍˍˍ who tˍ tˍˍˍ dˍˍ bedevil~ Elon. ||Bˍˍ ˍˍˍˍˍ sˍˍˍˍ ˍˍˍˍ ˍˍˍˍˍ cˍˍˍˍˍˍˍ ˍˍ ˍˍˍ ˍˍˍˍˍˍˍˍˍ ones iˍˍˍˍˍˍˍˍ ˍˍ hˍˍ father, Errol Musk, ˍˍ eˍˍˍˍˍˍˍ, rˍˍˍˍ, aˍˍ ˍˍˍˍˍˍˍˍˍˍˍ fˍˍˍˍˍˍˍˍ who ˍˍ ˍˍˍˍ day bˍˍˍˍˍˍˍ Elon. || 但这些伤疤与他父亲埃罗尔·马斯克造成的情感伤疤相比微不足道。埃罗尔是一名工程师、流氓和迷人的幻想家，直到今天还在困扰着埃隆。
After the school fight, Errol sided with the kid who pummeled Elon’s face. ||Aˍˍˍr tˍˍ school fight, Errol sided with tˍˍ kid who pummeled Elon’ˍ face. ||Aˍˍˍr tˍˍ school fight, Errol sided wˍˍˍ tˍˍ kid who pummeled Elon’ˍ face. ||Aˍˍˍˍ tˍˍ school fight, Errol side~ wˍˍˍ tˍˍ kid who pummˍˍˍˍ Elon’ˍ face. ||Aˍˍˍˍ tˍˍ sˍˍˍˍˍ fˍˍˍˍ, Errol side~ wˍˍˍ tˍˍ kˍˍ who pumˍˍˍˍˍ Elon’ˍ face. ||ˍˍˍˍˍ ˍˍˍ sˍˍˍˍˍ fight, Errol sˍˍˍˍ ˍˍˍˍ ˍˍˍ kid wˍˍ pˍˍˍˍˍˍˍ Elonˍˍ face. || 在学校打架事件后，埃罗尔站在打埃隆脸的孩子一边。
”The boy had just lost his father to suicide, and Elon had called him stupid,” Errol says. ”Elon had this tendency to call people stupid. How could I possibly blame that child?” ||”Tˍˍ boy hˍˍ just lost his father tˍ suicide, aˍˍ Elon hˍˍ called him sˍˍˍˍd,” Errol says. ”Elon had this tendency tˍ call people sˍˍˍˍd. Hˍˍ cˍˍˍd I poˍˍˍˍly blame that child?” ||”Tˍˍ boy hˍˍ jˍˍˍ lost his father tˍ suicide, aˍˍ Elon hˍˍ called him sˍˍˍˍd,” Errol says. ”Elon had tˍˍˍ tendency tˍ call people sˍˍˍˍd. Hˍˍ cˍˍˍd I pˍˍˍˍˍˍy blame tˍˍˍ child?” ||”Tˍˍ boy hˍˍ jˍˍˍ loˍˍ his father tˍ suicide, aˍˍ Elon hˍˍ callˍˍ him sˍˍˍˍˍ,” Errol say~. ”Elon haˍ tˍˍˍ tendency tˍ caˍˍ people sˍˍˍˍˍ. Hˍˍ cˍˍˍˍ I pˍˍˍˍˍˍy blaˍˍ tˍˍˍ child?” ||”Tˍˍ bˍˍ hˍˍ jˍˍˍ loˍˍ his father tˍ sˍˍˍˍˍˍ, aˍˍ Elon hˍˍ calˍˍˍ him sˍˍˍˍˍ,” Errol say~. ”Elon haˍ tˍˍˍ tendency tˍ caˍˍ people sˍˍˍˍˍ. Hˍˍ cˍˍˍˍ I pˍˍˍˍˍˍˍ blˍˍˍ tˍˍˍ child?” ||”ˍˍˍ bˍˍ ˍˍˍ ˍˍˍˍ lˍˍˍ hˍˍ father ˍˍ suicide, aˍˍ Elon ˍˍˍ cˍˍˍˍˍ him ˍˍˍˍˍˍ,” Errol sˍˍˍ. ”Elon hˍˍ ˍˍˍˍ tendency ˍˍ cˍˍˍ people ˍˍˍˍˍˍ. Hˍˍ ˍˍˍˍˍ I ˍˍˍˍˍˍˍˍ bˍˍˍˍ ˍˍˍˍ child?” || ”那个男孩刚刚失去了自杀的父亲，而埃隆叫他愚蠢，”埃罗尔说。”埃隆有叫人愚蠢的倾向。我怎么能责怪那个孩子呢？”
When Elon finally came home from the hospital, his father berated him. ||When Elon fiˍˍˍly came home from tˍˍ hospital, his father berated him. ||Wˍˍˍ Elon fˍˍˍˍˍy came hˍˍˍ fˍˍˍ tˍˍ hospital, his father berated him. ||Wˍˍˍ Elon fˍˍˍˍˍy caˍˍ hˍˍˍ fˍˍˍ tˍˍ hospital, his father berate~ him. ||Wˍˍˍ Elon fˍˍˍˍˍˍ caˍˍ hˍˍˍ fˍˍˍ tˍˍ hˍˍˍˍˍˍˍ, his fˍˍˍˍˍ berate~ him. ||Wˍˍˍ Elon ˍˍˍˍˍˍˍ cˍˍˍ ˍˍˍˍ ˍˍˍˍ ˍˍˍ hospital, hˍˍ fˍˍˍˍˍ bˍˍˍˍˍˍ him. || 当埃隆终于从医院回家时，他的父亲责骂了他。
”I had to stand for an hour as he yelled at me and called me an idiot and told me that I was just worthless,” Elon recalls. ||”I had tˍ stand fˍˍ aˍ hour aˍ he yelled aˍ me aˍˍ called me aˍ idiot aˍˍ told me that I wˍˍ just woˍˍˍˍˍss,” Elon recalls. ||”I had tˍ stand fˍˍ aˍ hour aˍ he yelled aˍ me aˍˍ called me aˍ idiot aˍˍ told me tˍˍˍ I wˍˍ jˍˍˍ wˍˍˍˍˍˍˍs,” Elon recalls. ||”I haˍ tˍ staˍˍ fˍˍ aˍ hour aˍ he yellˍˍ aˍ me aˍˍ callˍˍ me aˍ idiot aˍˍ toˍˍ me tˍˍˍ I wˍˍ jˍˍˍ wˍˍˍˍˍˍˍs,” Elon recall~. ||”I haˍ tˍ stˍˍˍ fˍˍ aˍ hˍˍˍ aˍ he yelˍˍˍ aˍ me aˍˍ calˍˍˍ me aˍ iˍˍˍˍ aˍˍ toˍˍ me tˍˍˍ I wˍˍ jˍˍˍ wˍˍˍˍˍˍˍˍ,” Elon recall~. ||”I hˍˍ ˍˍ sˍˍˍˍ ˍˍˍ ˍˍ hour aˍ hˍ yˍˍˍˍˍ ˍˍ me aˍˍ cˍˍˍˍˍ mˍ ˍˍ iˍˍˍˍ aˍˍ tˍˍˍ me tˍˍˍ I ˍˍˍ ˍˍˍˍ ˍˍˍˍˍˍˍˍˍ,” Elon rˍˍˍˍˍˍ. || ”我不得不站在那里一个小时，因为他对我大喊大叫，叫我白痴，说我一无是处，”埃隆回忆道。
