Hello everyone, my name is Emma and today we have a very special lesson for you. ||Hˍˍˍo everyone, my name iˍ Emma aˍˍ today we have ˍ very spˍˍˍal lesson fˍˍ you. ||Hˍˍˍo everyone, my name iˍ Emma aˍˍ today we have ˍ vˍˍˍ sˍˍˍˍˍl lesson fˍˍ you. ||Hˍˍˍˍ everyone, my name iˍ Emma aˍˍ today we haˍˍ ˍ vˍˍˍ sˍˍˍˍˍl lesson fˍˍ you. ||Hˍˍˍˍ everyone, my nˍˍˍ iˍ Emma aˍˍ tˍˍˍˍ we haˍˍ ˍ vˍˍˍ sˍˍˍˍˍˍ lesson fˍˍ you. ||ˍˍˍˍˍ eˍˍˍˍˍˍˍ, mˍ nˍˍˍ ˍˍ Emma aˍˍ tˍˍˍˍ wˍ hˍˍˍ ˍ ˍˍˍˍ ˍˍˍˍˍˍˍ lesson ˍˍˍ you. || 大家好，我叫艾玛，今天我们有一个非常特别的课程给你们。
So I can say, write 10 sentences with fun and funny. So it's going to be five sentences with fun, five sentences with funny to show the meaning. ||Sˍ I cˍˍ say, write 1ˍ sentences with fun aˍˍ fˍˍˍy. Sˍ it'ˍ going tˍ bˍ five sentences with fun, five sentences with funny tˍ show tˍˍ meaning. ||Sˍ I cˍˍ say, write 1ˍ sentences wˍˍˍ fun aˍˍ fˍˍˍy. Sˍ it'ˍ going tˍ bˍ fˍˍˍ sentences wˍˍˍ fun, fˍˍˍ sentences wˍˍˍ funny tˍ show tˍˍ meaning. ||Sˍ I cˍˍ saˍ, wriˍˍ 1ˍ sentences wˍˍˍ fun aˍˍ fˍˍˍˍ. Sˍ it'ˍ goiˍˍ tˍ bˍ fˍˍˍ sentences wˍˍˍ fun, fˍˍˍ sentences wˍˍˍ funny tˍ shˍˍ tˍˍ meaning. ||Sˍ I cˍˍ saˍ, wrˍˍˍ 1ˍ sentences wˍˍˍ fˍˍ aˍˍ fˍˍˍˍ. Sˍ it'ˍ goˍˍˍ tˍ bˍ fˍˍˍ sˍˍˍˍˍˍˍˍ wˍˍˍ fˍˍ, fˍˍˍ sˍˍˍˍˍˍˍˍ wˍˍˍ fˍˍˍˍ tˍ shˍˍ tˍˍ meaning. ||ˍˍ I ˍˍˍ sˍˍ, wˍˍˍˍ ˍˍ sentences ˍˍˍˍ fun aˍˍ ˍˍˍˍˍ. ˍˍ iˍˍˍ gˍˍˍˍ ˍˍ ˍˍ ˍˍˍˍ sˍˍˍˍˍˍˍˍ ˍˍˍˍ fun, ˍˍˍˍ sˍˍˍˍˍˍˍˍ ˍˍˍˍ funny ˍˍ sˍˍˍ ˍˍˍ meaning. || 所以我可以说，写10个带有fun和funny的句子。所以它将是五个带有fun的句子，五个带有funny的句子来展示含义。
So it takes a moment, it's thinking. And great. So now we have lots of examples. ||Sˍ it takes ˍ moment, it'ˍ thinking. Aˍˍ gˍˍˍt. Sˍ nˍˍ we have lots oˍ examples. ||Sˍ it takes ˍ moment, it'ˍ thinking. Aˍˍ gˍˍˍt. Sˍ nˍˍ we have lots oˍ examples. ||Sˍ it take~ ˍ moment, it'ˍ thinˍˍˍˍ. Aˍˍ gˍˍˍˍ. Sˍ nˍˍ we haˍˍ lots oˍ examples. ||Sˍ it take~ ˍ moment, it'ˍ thiˍˍˍˍˍ. Aˍˍ gˍˍˍˍ. Sˍ nˍˍ we haˍˍ lots oˍ eˍˍˍˍˍˍˍ. ||ˍˍ iˍ tˍˍˍˍ ˍ moment, iˍˍˍ tˍˍˍˍˍˍˍ. Aˍˍ ˍˍˍˍˍ. ˍˍ ˍˍˍ wˍ hˍˍˍ lots ˍˍ examples. || 所以需要一点时间，它在思考。很好。所以现在我们有很多例子。
We won't go through every one, but just to, if we go up, ChatGPT has now given us five sentences with fun and five sentences with funny to illustrate the meaning. ||We wˍnˍˍ go thˍˍˍgh eˍˍˍy oˍˍ, bˍˍ just tˍ, iˍ we go uˍ, ChatGPT hˍˍ nˍˍ given us five sentences with fun aˍˍ five sentences with fˍˍˍy tˍ illustrate tˍˍ meaning. ||We wˍnˍˍ go tˍˍˍˍˍh eˍˍˍy oˍˍ, bˍˍ jˍˍˍ tˍ, iˍ we go uˍ, ChatGPT hˍˍ nˍˍ given us fˍˍˍ sentences wˍˍˍ fun aˍˍ fˍˍˍ sentences wˍˍˍ fˍˍˍy tˍ illustrate tˍˍ meaning. ||We wˍnˍˍ gˍ tˍˍˍˍˍh eˍˍˍˍ oˍˍ, bˍˍ jˍˍˍ tˍ, iˍ we gˍ uˍ, ChatGPT hˍˍ nˍˍ give~ us fˍˍˍ sentences wˍˍˍ fun aˍˍ fˍˍˍ sentences wˍˍˍ fˍˍˍˍ tˍ illuˍˍˍˍˍe tˍˍ meaning. ||We wˍnˍˍ gˍ tˍˍˍˍˍˍ eˍˍˍˍ oˍˍ, bˍˍ jˍˍˍ tˍ, iˍ we gˍ uˍ, ChatGPT hˍˍ nˍˍ give~ us fˍˍˍ sentences wˍˍˍ fˍˍ aˍˍ fˍˍˍ sˍˍˍˍˍˍˍˍ wˍˍˍ fˍˍˍˍ tˍ illˍˍˍˍˍˍe tˍˍ meaning. ||Wˍ ˍˍˍˍˍ gˍ ˍˍˍˍˍˍˍ ˍˍˍˍˍ one, bˍˍ ˍˍˍˍ ˍˍ, iˍ wˍ gˍ ˍˍ, ChatGPT ˍˍˍ ˍˍˍ gˍˍˍˍ uˍ ˍˍˍˍ sentences ˍˍˍˍ fun aˍˍ ˍˍˍˍ sˍˍˍˍˍˍˍˍ ˍˍˍˍ funny ˍˍ iˍˍˍˍˍˍˍˍˍ ˍˍˍ meaning. || 我们不会逐一讨论，但只是，如果我们往上看，ChatGPT现在给了我们五个带有fun的句子和五个带有funny的句子来说明意义。
So here are the five with the word fun. Let's just look at one example. The school carnival was filled with fun activities and delicious food. ||Sˍ here aˍˍ tˍˍ five with tˍˍ word fun. Let's just look aˍ oˍˍ example. Tˍˍ school carnival wˍˍ filled with fun activities aˍˍ deˍˍˍˍˍus food. ||Sˍ hˍˍˍ aˍˍ tˍˍ fˍˍˍ wˍˍˍ tˍˍ word fun. Let's jˍˍˍ look aˍ oˍˍ example. Tˍˍ school carnival wˍˍ filled wˍˍˍ fun activities aˍˍ dˍˍˍˍˍˍˍs food. ||Sˍ hˍˍˍ aˍˍ tˍˍ fˍˍˍ wˍˍˍ tˍˍ word fun. Leˍ's jˍˍˍ loˍˍ aˍ oˍˍ example. Tˍˍ school carnival wˍˍ fillˍˍ wˍˍˍ fun activities aˍˍ dˍˍˍˍˍˍˍs food. ||Sˍ hˍˍˍ aˍˍ tˍˍ fˍˍˍ wˍˍˍ tˍˍ wˍˍˍ fˍˍ. Leˍ's jˍˍˍ loˍˍ aˍ oˍˍ eˍˍˍˍˍˍ. Tˍˍ sˍˍˍˍˍ cˍˍˍˍˍˍˍ wˍˍ filˍˍˍ wˍˍˍ fˍˍ aˍˍˍˍˍˍˍˍˍ aˍˍ dˍˍˍˍˍˍˍˍ fˍˍˍ. ||ˍˍ ˍˍˍˍ ˍˍˍ ˍˍˍ ˍˍˍˍ ˍˍˍˍ ˍˍˍ wˍˍˍ fun. Lˍˍ'ˍ ˍˍˍˍ lˍˍˍ ˍˍ ˍˍˍ example. ˍˍˍ sˍˍˍˍˍ cˍˍˍˍˍˍˍ ˍˍˍ fˍˍˍˍˍ ˍˍˍˍ fˍˍ activities aˍˍ ˍˍˍˍˍˍˍˍˍ fˍˍˍ. || 所以这里是五个带有fun的句子。让我们看看一个例子。学校的嘉年华充满了有趣的活动和美味的食物。
And then we have sentences with funny. The comedian's jokes were so funny that the entire audience was laughing. ||Aˍˍ then we have sentences with funny. Tˍˍ comedian'ˍ jokes were sˍ fˍˍˍy that tˍˍ eˍˍˍˍe audience wˍˍ laughing. ||Aˍˍ tˍˍˍ we have sentences wˍˍˍ funny. Tˍˍ comedian'ˍ jokes wˍˍˍ sˍ fˍˍˍy tˍˍˍ tˍˍ eˍˍˍˍe audience wˍˍ laughing. ||Aˍˍ tˍˍˍ we haˍˍ sentences wˍˍˍ funny. Tˍˍ comedian'ˍ jokes wˍˍˍ sˍ fˍˍˍˍ tˍˍˍ tˍˍ eˍˍˍˍˍ audience wˍˍ laugˍˍˍˍ. ||Aˍˍ tˍˍˍ we haˍˍ sentences wˍˍˍ fˍˍˍˍ. Tˍˍ cˍˍˍˍˍˍˍ'ˍ jˍˍˍˍ wˍˍˍ sˍ fˍˍˍˍ tˍˍˍ tˍˍ eˍˍˍˍˍ aˍˍˍˍˍˍˍ wˍˍ lauˍˍˍˍˍ. ||Aˍˍ ˍˍˍˍ wˍ hˍˍˍ sentences ˍˍˍˍ funny. ˍˍˍ cˍˍˍˍˍˍˍˍˍ jˍˍˍˍ ˍˍˍˍ ˍˍ ˍˍˍˍˍ tˍˍˍ ˍˍˍ ˍˍˍˍˍˍ aˍˍˍˍˍˍˍ ˍˍˍ lˍˍˍˍˍˍˍ. || 然后我们有带有funny的句子。喜剧演员的笑话太好笑了，整个观众都在笑。
So this is just one example of how you can use ChatGPT to help you with when you learn new vocabulary. ||Sˍ this iˍ just oˍˍ example oˍ hˍˍ you cˍˍ use ChatGPT tˍ help you with when you learn nˍˍ vocabulary. ||Sˍ this iˍ jˍˍˍ oˍˍ example oˍ hˍˍ you cˍˍ use ChatGPT tˍ help you wˍˍˍ wˍˍˍ you learn nˍˍ vocabulary. ||Sˍ this iˍ jˍˍˍ oˍˍ example oˍ hˍˍ you cˍˍ usˍ ChatGPT tˍ heˍˍ you wˍˍˍ wˍˍˍ you leaˍˍ nˍˍ vocabulary. ||Sˍ this iˍ jˍˍˍ oˍˍ eˍˍˍˍˍˍ oˍ hˍˍ you cˍˍ usˍ ChatGPT tˍ heˍˍ you wˍˍˍ wˍˍˍ you leˍˍˍ nˍˍ vocabulary. ||ˍˍ tˍˍˍ ˍˍ ˍˍˍˍ ˍˍˍ eˍˍˍˍˍˍ ˍˍ hˍˍ yˍˍ ˍˍˍ uˍˍ ChatGPT ˍˍ hˍˍˍ you ˍˍˍˍ wˍˍˍ yˍˍ lˍˍˍˍ ˍˍˍ vocabulary. || 所以这只是你可以使用ChatGPT在你学习新词汇时帮助你的一个例子。
Another great feature of ChatGPT is it can help you understand what vocabulary to learn. So imagine I want to learn phrasal verbs and I don't know which phrasal verbs to learn. ||Anˍˍˍer gˍˍˍt feature oˍ ChatGPT iˍ it cˍˍ help you understand what voˍˍˍˍˍˍry tˍ learn. Sˍ imagine I want tˍ learn phrasal verbs aˍˍ I dˍnˍˍ know wˍˍˍh phrasal verbs tˍ learn. ||Aˍˍˍˍˍr gˍˍˍt feature oˍ ChatGPT iˍ it cˍˍ help you understand what vˍˍˍˍˍˍˍˍy tˍ learn. Sˍ imagine I want tˍ learn phrasal verbs aˍˍ I dˍnˍˍ know wˍˍˍh phrasal verbs tˍ learn. ||Aˍˍˍˍˍr gˍˍˍˍ feature oˍ ChatGPT iˍ it cˍˍ heˍˍ you undeˍˍˍˍˍd what vˍˍˍˍˍˍˍˍy tˍ leaˍˍ. Sˍ imagˍˍˍ I waˍˍ tˍ leaˍˍ phrasal verbs aˍˍ I dˍnˍˍ knˍˍ wˍˍˍˍ phrasal verb~ tˍ leaˍˍ. ||Aˍˍˍˍˍˍ gˍˍˍˍ fˍˍˍˍˍˍ oˍ ChatGPT iˍ it cˍˍ heˍˍ you undˍˍˍˍˍˍd what vocabulary tˍ leˍˍˍ. Sˍ imaˍˍˍˍ I waˍˍ tˍ leˍˍˍ pˍˍˍˍˍˍ verbs aˍˍ I dˍnˍˍ knˍˍ wˍˍˍˍ pˍˍˍˍˍˍ verb~ tˍ leˍˍˍ. ||ˍˍˍˍˍˍˍ ˍˍˍˍˍ fˍˍˍˍˍˍ ˍˍ ChatGPT ˍˍ iˍ ˍˍˍ hˍˍˍ yˍˍ uˍˍˍˍˍˍˍˍˍ wˍˍˍ vocabulary ˍˍ lˍˍˍˍ. ˍˍ iˍˍˍˍˍˍ I wˍˍˍ ˍˍ lˍˍˍˍ pˍˍˍˍˍˍ verbs aˍˍ I ˍˍˍˍˍ kˍˍˍ ˍˍˍˍˍ pˍˍˍˍˍˍ vˍˍˍˍ ˍˍ lˍˍˍˍ. || ChatGPT的另一个伟大功能是它可以帮助你了解要学习哪些词汇。所以想象我想学习短语动词，我不知道要学习哪些短语动词。
Maybe I don't even know what a phrasal verb is, so I can say what is, and I'm going to make mistakes on purpose right now in my writing because I know learners make mistakes. ||Mˍˍˍe I dˍnˍˍ even know what ˍ phrasal verb iˍ, sˍ I cˍˍ say what iˍ, aˍˍ I'ˍ going tˍ make mistakes oˍ purpose rˍˍˍt nˍˍ iˍ my writing beˍˍˍse I know learners make mistakes. ||Mˍˍˍe I dˍnˍˍ eˍˍˍ know what ˍ phrasal verb iˍ, sˍ I cˍˍ say what iˍ, aˍˍ I'ˍ going tˍ make mistakes oˍ purpose rˍˍˍt nˍˍ iˍ my writing bˍˍˍˍˍe I know learners make mistakes. ||Mˍˍˍˍ I dˍnˍˍ eˍˍˍ knˍˍ what ˍ phrasal verb iˍ, sˍ I cˍˍ saˍ what iˍ, aˍˍ I'ˍ goiˍˍ tˍ maˍˍ mistakes oˍ purpose rˍˍˍˍ nˍˍ iˍ my writing bˍˍˍˍˍe I knˍˍ learners maˍˍ mistakes. ||Mˍˍˍˍ I dˍnˍˍ eˍˍˍ knˍˍ what ˍ pˍˍˍˍˍˍ vˍˍˍ iˍ, sˍ I cˍˍ saˍ what iˍ, aˍˍ I'ˍ goˍˍˍ tˍ maˍˍ mistakes oˍ pˍˍˍˍˍˍ rˍˍˍˍ nˍˍ iˍ my wˍˍˍˍˍˍ bˍˍˍˍˍˍ I knˍˍ lˍˍˍˍˍˍˍ maˍˍ mistakes. ||ˍˍˍˍˍ I ˍˍˍˍˍ ˍˍˍˍ kˍˍˍ wˍˍˍ ˍ pˍˍˍˍˍˍ vˍˍˍ ˍˍ, sˍ I ˍˍˍ sˍˍ wˍˍˍ ˍˍ, aˍˍ Iˍˍ gˍˍˍˍ ˍˍ mˍˍˍ mistakes ˍˍ purpose ˍˍˍˍˍ ˍˍˍ ˍˍ mˍ writing bˍˍˍˍˍˍ I kˍˍˍ lˍˍˍˍˍˍˍ mˍˍˍ mistakes. || 也许我甚至不知道短语动词是什么，所以我可以说什么是，现在我要在我的写作中故意犯错误，因为我知道学习者会犯错误。
So I want you to see that even if you make a mistake, it can usually understand you. What is phrasal verb? Usually I would say, what is a phrasal verb? ||Sˍ I want you tˍ see that even iˍ you make ˍ mistake, it cˍˍ usˍˍˍly understand you. What iˍ phˍˍˍal verb? Usˍˍˍly I wˍˍˍd say, what iˍ ˍ phrasal verb? ||Sˍ I want you tˍ see tˍˍˍ eˍˍˍ iˍ you make ˍ mistake, it cˍˍ uˍˍˍˍˍy understand you. What iˍ pˍˍˍˍˍl verb? Uˍˍˍˍˍy I wˍˍˍd say, what iˍ ˍ phrasal verb? ||Sˍ I waˍˍ you tˍ seˍ tˍˍˍ eˍˍˍ iˍ you maˍˍ ˍ mistake, it cˍˍ uˍˍˍˍˍy undeˍˍˍˍˍd you. What iˍ pˍˍˍˍˍl verb? Uˍˍˍˍˍy I wˍˍˍˍ saˍ, what iˍ ˍ phrasal verb? ||Sˍ I waˍˍ you tˍ seˍ tˍˍˍ eˍˍˍ iˍ you maˍˍ ˍ mistake, it cˍˍ uˍˍˍˍˍˍ undˍˍˍˍˍˍd you. What iˍ pˍˍˍˍˍˍ vˍˍˍ? Uˍˍˍˍˍˍ I wˍˍˍˍ saˍ, what iˍ ˍ pˍˍˍˍˍˍ vˍˍˍ? ||ˍˍ I wˍˍˍ yˍˍ ˍˍ sˍˍ tˍˍˍ ˍˍˍˍ iˍ yˍˍ mˍˍˍ ˍ mistake, iˍ ˍˍˍ ˍˍˍˍˍˍˍ uˍˍˍˍˍˍˍˍˍ you. Wˍˍˍ ˍˍ ˍˍˍˍˍˍˍ vˍˍˍ? ˍˍˍˍˍˍˍ I ˍˍˍˍˍ sˍˍ, wˍˍˍ ˍˍ ˍ pˍˍˍˍˍˍ vˍˍˍ? || 所以我希望你看到，即使你犯了错误，它通常也能理解你。什么是短语动词？通常我会说，什么是短语动词？
Okay, so it gives a definition and lots of examples. So now what I'm going to do is imagine we've figured out what a phrasal verb is, essentially it's when you have a verb and a second word, which is a preposition like on, off, in, over. ||Okay, sˍ it gives ˍ definition aˍˍ lots oˍ examples. Sˍ nˍˍ what I'ˍ going tˍ do iˍ imagine we'ˍˍ figured oˍˍ what ˍ phrasal verb iˍ, esˍˍˍˍˍˍˍly it'ˍ when you have ˍ verb aˍˍ ˍ sˍˍˍˍd word, which iˍ ˍ preposition like oˍ, oˍˍ, iˍ, over. ||Oˍˍˍ, sˍ it gives ˍ definition aˍˍ lots oˍ examples. Sˍ nˍˍ what I'ˍ going tˍ do iˍ imagine we'ˍˍ figured oˍˍ what ˍ phrasal verb iˍ, eˍˍˍˍˍˍˍˍˍy it'ˍ wˍˍˍ you have ˍ verb aˍˍ ˍ sˍˍˍˍd word, which iˍ ˍ preposition lˍˍˍ oˍ, oˍˍ, iˍ, oˍˍˍ. ||Oˍˍˍ, sˍ it give~ ˍ definition aˍˍ lots oˍ examples. Sˍ nˍˍ what I'ˍ goiˍˍ tˍ dˍ iˍ imagˍˍˍ we'ˍˍ figure~ oˍˍ what ˍ phrasal verb iˍ, eˍˍˍˍˍˍˍˍˍy it'ˍ wˍˍˍ you haˍˍ ˍ verb aˍˍ ˍ sˍˍˍˍˍ word, which iˍ ˍ preposition lˍˍˍ oˍ, oˍˍ, iˍ, oˍˍˍ. ||Oˍˍˍ, sˍ it give~ ˍ definition aˍˍ lˍˍˍ oˍ eˍˍˍˍˍˍˍ. Sˍ nˍˍ what I'ˍ goˍˍˍ tˍ dˍ iˍ imaˍˍˍˍ we'ˍˍ figure~ oˍˍ what ˍ pˍˍˍˍˍˍ vˍˍˍ iˍ, eˍˍˍˍˍˍˍˍˍˍ it'ˍ wˍˍˍ you haˍˍ ˍ verb aˍˍ ˍ sˍˍˍˍˍ wˍˍˍ, which iˍ ˍ pˍˍˍˍˍˍˍˍˍˍ lˍˍˍ oˍ, oˍˍ, iˍ, oˍˍˍ. ||ˍˍˍˍ, sˍ iˍ gˍˍˍˍ ˍ definition aˍˍ lˍˍˍ ˍˍ examples. ˍˍ ˍˍˍ what Iˍˍ gˍˍˍˍ ˍˍ dˍ ˍˍ iˍˍˍˍˍˍ wˍˍˍˍ fˍˍˍˍˍˍ ˍˍˍ wˍˍˍ ˍ pˍˍˍˍˍˍ vˍˍˍ ˍˍ, ˍˍˍˍˍˍˍˍˍˍˍ iˍˍˍ wˍˍˍ yˍˍ hˍˍˍ ˍ verb aˍˍ ˍ ˍˍˍˍˍˍ wˍˍˍ, wˍˍˍˍ ˍˍ ˍ pˍˍˍˍˍˍˍˍˍˍ ˍˍˍˍ ˍˍ, ˍˍˍ, ˍˍ, ˍˍˍˍ. || 好，它给出了定义和很多例子。所以现在我要做的是想象我们已经弄清楚了什么是短语动词，本质上是当你有一个动词和第二个词，这个词是一个介词，比如on，off，in，over。
You'll see what I mean in a moment. And we could learn more about phrasal verbs here, but what I want to do today is I want to find out what are the most common phrasal verbs. ||You'ˍˍ see what I mean iˍ ˍ moment. Aˍˍ we cˍˍˍd learn more aˍˍˍt phrasal verbs here, bˍˍ what I want tˍ do today iˍ I want tˍ find oˍˍ what aˍˍ tˍˍ most cˍˍˍˍn phrasal verbs. ||You'ˍˍ see what I mean iˍ ˍ moment. Aˍˍ we cˍˍˍd learn mˍˍˍ aˍˍˍt phrasal verbs hˍˍˍ, bˍˍ what I want tˍ do today iˍ I want tˍ find oˍˍ what aˍˍ tˍˍ mˍˍˍ cˍˍˍˍn phrasal verbs. ||You'ˍˍ seˍ what I meˍˍ iˍ ˍ moment. Aˍˍ we cˍˍˍˍ leaˍˍ mˍˍˍ aˍˍˍˍ phrasal verbs hˍˍˍ, bˍˍ what I waˍˍ tˍ dˍ today iˍ I waˍˍ tˍ fiˍˍ oˍˍ what aˍˍ tˍˍ mˍˍˍ cˍˍˍˍˍ phrasal verbs. ||You'ˍˍ seˍ what I meˍˍ iˍ ˍ mˍˍˍˍˍ. Aˍˍ we cˍˍˍˍ leˍˍˍ more aˍˍˍˍ pˍˍˍˍˍˍ vˍˍˍˍ hˍˍˍ, bˍˍ what I waˍˍ tˍ dˍ tˍˍˍˍ iˍ I waˍˍ tˍ fiˍˍ oˍˍ what aˍˍ tˍˍ mˍˍˍ cˍˍˍˍˍ pˍˍˍˍˍˍ vˍˍˍˍ. ||Yˍˍˍˍˍ sˍˍ what I mˍˍˍ ˍˍ ˍ moment. Aˍˍ wˍ ˍˍˍˍˍ lˍˍˍˍ more ˍˍˍˍˍ pˍˍˍˍˍˍ verbs ˍˍˍˍ, bˍˍ what I wˍˍˍ ˍˍ dˍ tˍˍˍˍ ˍˍ I wˍˍˍ ˍˍ fˍˍˍ ˍˍˍ wˍˍˍ ˍˍˍ ˍˍˍ ˍˍˍˍ ˍˍˍˍˍˍ pˍˍˍˍˍˍ vˍˍˍˍ. || 你很快会明白我的意思。我们可以在这里学习更多关于短语动词的知识，但今天我想做的是我想找出最常见的短语动词是什么。
Let me ask, what are the 10 most common phrasal verbs? Give a definition and example for each. ||Let me ask, what aˍˍ tˍˍ 1ˍ most cˍˍˍˍn phrasal verbs? Give ˍ definition aˍˍ example fˍˍ each. ||Let me ask, what aˍˍ tˍˍ 1ˍ mˍˍˍ cˍˍˍˍn phrasal verbs? Give ˍ definition aˍˍ example fˍˍ each. ||Leˍ me asˍ, what aˍˍ tˍˍ 1ˍ mˍˍˍ cˍˍˍˍˍ phrasal verbs? Giˍˍ ˍ definition aˍˍ example fˍˍ each. ||Leˍ me asˍ, what aˍˍ tˍˍ 1ˍ mˍˍˍ cˍˍˍˍˍ pˍˍˍˍˍˍ vˍˍˍˍ? Giˍˍ ˍ definition aˍˍ eˍˍˍˍˍˍ fˍˍ each. ||Lˍˍ mˍ aˍˍ, wˍˍˍ ˍˍˍ ˍˍˍ ˍˍ ˍˍˍˍ ˍˍˍˍˍˍ pˍˍˍˍˍˍ vˍˍˍˍ? Gˍˍˍ ˍ definition aˍˍ eˍˍˍˍˍˍ ˍˍˍ each. || 让我问，最常见的10个短语动词是什么？给每个定义和例子。
And so this is great. It's giving us 10 phrasal verbs that are some of the most common. So they're common, that means they're important to learn. It gives the definition, so what does it mean? And it gives an example. So that's wonderful. ||Aˍˍ sˍ this iˍ gˍˍˍt. It'ˍ giving us 1ˍ phrasal verbs that aˍˍ some oˍ tˍˍ most cˍˍˍˍn. Sˍ they'ˍˍ cˍˍˍˍn, that means they'ˍˍ imˍˍˍˍˍnt tˍ learn. It gives tˍˍ definition, sˍ what does it mean? Aˍˍ it gives aˍ example. Sˍ that'ˍ woˍˍˍˍˍul. ||Aˍˍ sˍ this iˍ gˍˍˍt. It'ˍ giving us 1ˍ phrasal verbs that aˍˍ some oˍ tˍˍ mˍˍˍ cˍˍˍˍn. Sˍ they'ˍˍ cˍˍˍˍn, that means they'ˍˍ iˍˍˍˍˍˍˍt tˍ learn. It gives tˍˍ definition, sˍ what dˍˍˍ it mean? Aˍˍ it gives aˍ example. Sˍ that'ˍ wˍˍˍˍˍˍˍl. ||Aˍˍ sˍ this iˍ gˍˍˍˍ. It'ˍ giviˍˍ us 1ˍ phrasal verbs that aˍˍ some oˍ tˍˍ mˍˍˍ cˍˍˍˍˍ. Sˍ they'ˍˍ cˍˍˍˍˍ, that mean~ they'ˍˍ iˍˍˍˍˍˍˍt tˍ leaˍˍ. It give~ tˍˍ definition, sˍ what dˍˍˍ it meˍˍ? Aˍˍ it give~ aˍ example. Sˍ that'ˍ wˍˍˍˍˍˍˍl. ||Aˍˍ sˍ this iˍ gˍˍˍˍ. It'ˍ givˍˍˍ us 1ˍ pˍˍˍˍˍˍ verbs that aˍˍ some oˍ tˍˍ mˍˍˍ cˍˍˍˍˍ. Sˍ they'ˍˍ cˍˍˍˍˍ, that mean~ they'ˍˍ iˍˍˍˍˍˍˍˍ tˍ leˍˍˍ. It give~ tˍˍ definition, sˍ what dˍˍˍ it meˍˍ? Aˍˍ it give~ aˍ example. Sˍ that'ˍ wˍˍˍˍˍˍˍˍ. ||Aˍˍ ˍˍ tˍˍˍ ˍˍ ˍˍˍˍˍ. Iˍˍˍ gˍˍˍˍˍ uˍ ˍˍ pˍˍˍˍˍˍ verbs tˍˍˍ ˍˍˍ sˍˍˍ ˍˍ ˍˍˍ ˍˍˍˍ common. ˍˍ tˍˍˍˍˍˍ ˍˍˍˍˍˍ, tˍˍˍ mˍˍˍˍ tˍˍˍˍˍˍ ˍˍˍˍˍˍˍˍˍ ˍˍ lˍˍˍˍ. Iˍ gˍˍˍˍ ˍˍˍ definition, sˍ what ˍˍˍˍ iˍ mˍˍˍ? Aˍˍ iˍ gˍˍˍˍ ˍˍ example. ˍˍ tˍˍˍˍˍ ˍˍˍˍˍˍˍˍˍ. || 所以这很棒。它给了我们10个最常见的短语动词。所以它们是常见的，这意味着它们很重要。它给出了定义，所以它是什么意思？它给出了一个例子。所以这很棒。
So imagine I want to really remember these phrasal verbs. What I can also do is I can ask it to write me a story with these 10 phrasal verbs to help me remember. ||Sˍ imagine I want tˍ rˍˍˍˍy remember tˍˍˍe phrasal verbs. What I cˍˍ also dˍ iˍ I cˍˍ ask it tˍ write me ˍ story with tˍˍˍe 1ˍ phrasal verbs tˍ help me remember. ||Sˍ imagine I want tˍ rˍˍˍˍy remember tˍˍˍe phrasal verbs. What I cˍˍ aˍˍˍ dˍ iˍ I cˍˍ ask it tˍ write me ˍ story wˍˍˍ tˍˍˍe 1ˍ phrasal verbs tˍ help me remember. ||Sˍ imagˍˍˍ I waˍˍ tˍ rˍˍˍˍˍ remeˍˍˍˍ tˍˍˍˍ phrasal verbs. What I cˍˍ aˍˍˍ dˍ iˍ I cˍˍ asˍ it tˍ wriˍˍ me ˍ story wˍˍˍ tˍˍˍˍ 1ˍ phrasal verbs tˍ heˍˍ me remeˍˍˍˍ. ||Sˍ imaˍˍˍˍ I waˍˍ tˍ rˍˍˍˍˍ remˍˍˍˍˍ tˍˍˍˍ pˍˍˍˍˍˍ verbs. What I cˍˍ aˍˍˍ dˍ iˍ I cˍˍ asˍ it tˍ wrˍˍˍ me ˍ story wˍˍˍ tˍˍˍˍ 1ˍ pˍˍˍˍˍˍ vˍˍˍˍ tˍ heˍˍ me remˍˍˍˍˍ. ||ˍˍ iˍˍˍˍˍˍ I wˍˍˍ ˍˍ ˍˍˍˍˍˍ rˍˍˍˍˍˍˍ ˍˍˍˍˍ pˍˍˍˍˍˍ verbs. What I ˍˍˍ ˍˍˍˍ ˍˍ ˍˍ I ˍˍˍ aˍˍ it ˍˍ wˍˍˍˍ mˍ ˍ story ˍˍˍˍ ˍˍˍˍˍ ˍˍ pˍˍˍˍˍˍ verbs ˍˍ hˍˍˍ mˍ rˍˍˍˍˍˍˍ. || 所以想象我真的想记住这些短语动词。我还可以做的是我可以请它用这10个短语动词为我写一个故事来帮助我记住。
